0.010890960693359375:	gps;	long,	0.0|	lat,	0.0|	fix,	False
29.422248363494873:	tilt_servo;	13
29.43594789505005:	tilt_servo;	12
29.449435234069824:	tilt_servo;	11
29.469440698623657:	tilt_servo;	10
29.497501850128174:	tilt_servo;	9
29.511003494262695:	tilt_servo;	0
29.54004979133606:	gps;	long,	0.0|	lat,	0.0|	fix,	False
29.571221351623535:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
29.73885416984558:	gps;	long,	0.0|	lat,	0.0|	fix,	False
29.774028539657593:	tilt_servo;	-10
29.78226590156555:	tilt_servo;	-11
29.81751036643982:	tilt_servo;	-14
29.826297283172607:	tilt_servo;	-16
29.83235788345337:	tilt_servo;	-18
29.8381507396698:	tilt_servo;	-20
29.863116025924683:	tilt_servo;	-22
29.869091033935547:	pan_servo;	-44
29.873542070388794:	tilt_servo;	-24
29.883750200271606:	tilt_servo;	-25
29.89885687828064:	pan_servo;	-43
29.903491735458374:	tilt_servo;	-26
29.91394877433777:	tilt_servo;	-28
29.918522357940674:	pan_servo;	-42
29.939979314804077:	gps;	long,	0.0|	lat,	0.0|	fix,	False
29.954769372940063:	tilt_servo;	-29
29.961055994033813:	pan_servo;	-41
29.97490620613098:	tilt_servo;	-30
29.980910301208496:	pan_servo;	-40
29.985657930374146:	tilt_servo;	-31
30.000462293624878:	pan_servo;	-37
30.00544047355652:	tilt_servo;	-36
30.016321659088135:	tilt_servo;	-37
30.02106285095215:	pan_servo;	-36
30.02573800086975:	tilt_servo;	-38
30.040569067001343:	pan_servo;	-35
30.045217275619507:	tilt_servo;	-39
30.04963517189026:	pan_servo;	-34
30.054165601730347:	tilt_servo;	-40
30.058667182922363:	pan_servo;	-33
30.06754183769226:	pan_servo;	-32
30.077914237976074:	pan_servo;	-31
30.082538843154907:	tilt_servo;	-41
30.086949586868286:	pan_servo;	-30
30.09133529663086:	tilt_servo;	-44
30.09579634666443:	pan_servo;	-29
30.100317239761353:	tilt_servo;	-45
30.10474991798401:	pan_servo;	-27
30.109249353408813:	pan_servo;	-26
30.115049839019775:	pan_servo;	-23
30.121152639389038:	pan_servo;	-21
30.12572169303894:	pan_servo;	-19
30.13020920753479:	pan_servo;	-13
30.13462519645691:	pan_servo;	-10
30.141079902648926:	gps;	long,	0.0|	lat,	0.0|	fix,	False
30.141786098480225:	pan_servo;	0
30.14748525619507:	pan_servo;	9
30.153268814086914:	pan_servo;	11
30.15902018547058:	pan_servo;	17
30.16574788093567:	pan_servo;	18
30.171319484710693:	pan_servo;	19
30.178080320358276:	pan_servo;	21
30.186006784439087:	pan_servo;	27
30.198474407196045:	pan_servo;	31
30.205379009246826:	pan_servo;	33
30.211269855499268:	pan_servo;	35
30.218107223510742:	pan_servo;	41
30.22616481781006:	pan_servo;	43
30.23777174949646:	tilt_servo;	-44
30.245960235595703:	tilt_servo;	-41
30.25191903114319:	tilt_servo;	-38
30.257546186447144:	tilt_servo;	-35
30.263205766677856:	tilt_servo;	-33
30.268822193145752:	tilt_servo;	-29
30.29816174507141:	tilt_servo;	-25
30.306271076202393:	tilt_servo;	-24
30.314389944076538:	tilt_servo;	-17
30.322516918182373:	tilt_servo;	-15
30.3294734954834:	tilt_servo;	-13
30.335463285446167:	tilt_servo;	-12
30.342352151870728:	tilt_servo;	-11
30.349425792694092:	tilt_servo;	-10
30.361889600753784:	pan_servo;	42
30.37202215194702:	pan_servo;	33
30.382051944732666:	pan_servo;	27
30.390783071517944:	pan_servo;	16
30.39670491218567:	pan_servo;	11
30.401137351989746:	pan_servo;	10
30.40684485435486:	pan_servo;	8
30.458259344100952:	pan_servo;	10
30.46629238128662:	pan_servo;	11
30.482152462005615:	pan_servo;	10
30.48656415939331:	tilt_servo;	0
30.492182970046997:	pan_servo;	0
30.5420024394989:	gps;	long,	0.0|	lat,	0.0|	fix,	False
30.691560745239258:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
30.74054217338562:	gps;	long,	0.0|	lat,	0.0|	fix,	False
30.940982818603516:	gps;	long,	0.0|	lat,	0.0|	fix,	False
31.021425008773804:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.142876863479614:	gps;	long,	0.0|	lat,	0.0|	fix,	False
31.152007579803467:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.33932113647461:	gps;	long,	0.0|	lat,	0.0|	fix,	False
31.539527893066406:	gps;	long,	0.0|	lat,	0.0|	fix,	False
31.739473342895508:	gps;	long,	0.0|	lat,	0.0|	fix,	False
31.772048234939575:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.781803846359253:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.791927576065063:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.8017361164093:	imu;	yaw,	-6.159921646118164|	accel_x,	0|	accel_y,	0|	compass,	0|	ang_vx,	0|	ang_vy,	0
31.939236879348755:	gps;	long,	0.0|	lat,	0.0|	fix,	False
32.13886523246765:	gps;	long,	0.0|	lat,	0.0|	fix,	False
